start,end,position,line,text,unformatted
1.018,1.285,-1,0,<1></c><3>か</c><2>なえたいみらいへ</c><1></c>,かなえたいみらいへ
1.018,1.285,-1,-1,<1></c><3>叶</c><2>えたい未来へ</c><1></c>,叶えたい未来へ
1.285,1.352,-1,0,<1></c><3>かな</c><2>えたいみらいへ</c><1></c>,かなえたいみらいへ
1.285,1.352,-1,-1,<1></c><3>叶</c><2>えたい未来へ</c><1></c>,叶えたい未来へ
1.352,1.452,-1,0,<1></c><3>かなえ</c><2>たいみらいへ</c><1></c>,かなえたいみらいへ
1.352,1.452,-1,-1,<1></c><3>叶え</c><2>たい未来へ</c><1></c>,叶えたい未来へ
1.452,1.585,-1,0,<1></c><3>かなえた</c><2>いみらいへ</c><1></c>,かなえたいみらいへ
1.452,1.585,-1,-1,<1></c><3>叶えた</c><2>い未来へ</c><1></c>,叶えたい未来へ
1.585,1.685,-1,0,<1></c><3>かなえたい</c><2>みらいへ</c><1></c>,かなえたいみらいへ
1.585,1.685,-1,-1,<1></c><3>叶えたい</c><2>未来へ</c><1></c>,叶えたい未来へ
1.685,1.785,-1,0,<1></c><3>かなえたいみ</c><2>らいへ</c><1></c>,かなえたいみらいへ
1.685,1.785,-1,-1,<1></c><3>叶えたい未</c><2>来へ</c><1></c>,叶えたい未来へ
1.785,2.119,-1,0,<1></c><3>かなえたいみら</c><2>いへ</c><1></c>,かなえたいみらいへ
1.785,2.119,-1,-1,<1></c><3>叶えたい未来</c><2>へ</c><1></c>,叶えたい未来へ
2.119,2.319,-1,0,<1></c><3>かなえたいみらい</c><2>へ</c><1></c>,かなえたいみらいへ
2.119,2.319,-1,-1,<1></c><3>叶えたい未来</c><2>へ</c><1></c>,叶えたい未来へ
2.319,2.753,-1,0,<1></c><3>かなえたいみらいへ</c><1></c>,かなえたいみらいへ
2.319,2.753,-1,-1,<1></c><3>叶えたい未来へ</c><1></c>,叶えたい未来へ
2.753,2.953,-1,0,<1></c><3>こ</c><2>ころのじゅんびok？</c><1></c>,こころのじゅんびok？
2.753,2.953,-1,-1,<1></c><3>心</c><2>の準備ok？</c><1></c>,心の準備ok？
2.953,3.053,-1,0,<1></c><3>ここ</c><2>ろのじゅんびok？</c><1></c>,こころのじゅんびok？
2.953,3.053,-1,-1,<1></c><3>心</c><2>の準備ok？</c><1></c>,心の準備ok？
3.053,3.187,-1,0,<1></c><3>こころ</c><2>のじゅんびok？</c><1></c>,こころのじゅんびok？
3.053,3.187,-1,-1,<1></c><3>心</c><2>の準備ok？</c><1></c>,心の準備ok？
3.187,3.32,-1,0,<1></c><3>こころの</c><2>じゅんびok？</c><1></c>,こころのじゅんびok？
3.187,3.32,-1,-1,<1></c><3>心の</c><2>準備ok？</c><1></c>,心の準備ok？
3.32,3.42,-1,0,<1></c><3>こころのじゅ</c><2>んびok？</c><1></c>,こころのじゅんびok？
3.32,3.42,-1,-1,<1></c><3>心の準</c><2>備ok？</c><1></c>,心の準備ok？
3.42,3.52,-1,0,<1></c><3>こころのじゅん</c><2>びok？</c><1></c>,こころのじゅんびok？
3.42,3.52,-1,-1,<1></c><3>心の準</c><2>備ok？</c><1></c>,心の準備ok？
3.52,3.821,-1,0,<1></c><3>こころのじゅんび</c><2>ok？</c><1></c>,こころのじゅんびok？
3.52,3.821,-1,-1,<1></c><3>心の準備</c><2>ok？</c><1></c>,心の準備ok？
3.821,4.054,-1,0,<1></c><3>こころのじゅんびo</c><2>k？</c><1></c>,こころのじゅんびok？
3.821,4.054,-1,-1,<1></c><3>心の準備o</c><2>k？</c><1></c>,心の準備ok？
4.054,4.455,-1,0,<1></c><3>こころのじゅんびok？</c><1></c>,こころのじゅんびok？
4.054,4.455,-1,-1,<1></c><3>心の準備ok？</c><1></c>,心の準備ok？
4.455,4.555,-1,0,<1></c><3>さ</c><2>あ、いっぽふみだして</c><1></c>,さあ、いっぽふみだして
4.455,4.555,-1,-1,<1></c><3>さ</c><2>あ、一歩踏み出して</c><1></c>,さあ、一歩踏み出して
4.555,4.655,-1,0,<1></c><3>さあ、</c><2>いっぽふみだして</c><1></c>,さあ、いっぽふみだして
4.555,4.655,-1,-1,<1></c><3>さあ、</c><2>一歩踏み出して</c><1></c>,さあ、一歩踏み出して
4.655,4.788,-1,0,<1></c><3>さあ、い</c><2>っぽふみだして</c><1></c>,さあ、いっぽふみだして
4.655,4.788,-1,-1,<1></c><3>さあ、一</c><2>歩踏み出して</c><1></c>,さあ、一歩踏み出して
4.788,4.922,-1,0,<1></c><3>さあ、いっ</c><2>ぽふみだして</c><1></c>,さあ、いっぽふみだして
4.788,4.922,-1,-1,<1></c><3>さあ、一</c><2>歩踏み出して</c><1></c>,さあ、一歩踏み出して
4.922,5.022,-1,0,<1></c><3>さあ、いっぽ</c><2>ふみだして</c><1></c>,さあ、いっぽふみだして
4.922,5.022,-1,-1,<1></c><3>さあ、一歩</c><2>踏み出して</c><1></c>,さあ、一歩踏み出して
5.022,5.122,-1,0,<1></c><3>さあ、いっぽふ</c><2>みだして</c><1></c>,さあ、いっぽふみだして
5.022,5.122,-1,-1,<1></c><3>さあ、一歩踏</c><2>み出して</c><1></c>,さあ、一歩踏み出して
5.122,5.222,-1,0,<1></c><3>さあ、いっぽふみ</c><2>だして</c><1></c>,さあ、いっぽふみだして
5.122,5.222,-1,-1,<1></c><3>さあ、一歩踏み</c><2>出して</c><1></c>,さあ、一歩踏み出して
5.222,5.556,-1,0,<1></c><3>さあ、いっぽふみだ</c><2>して</c><1></c>,さあ、いっぽふみだして
5.222,5.556,-1,-1,<1></c><3>さあ、一歩踏み出</c><2>して</c><1></c>,さあ、一歩踏み出して
5.556,5.756,-1,0,<1></c><3>さあ、いっぽふみだし</c><2>て</c><1></c>,さあ、いっぽふみだして
5.556,5.756,-1,-1,<1></c><3>さあ、一歩踏み出し</c><2>て</c><1></c>,さあ、一歩踏み出して
5.756,6.223,-1,0,<1></c><3>さあ、いっぽふみだして</c><1></c>,さあ、いっぽふみだして
5.756,6.223,-1,-1,<1></c><3>さあ、一歩踏み出して</c><1></c>,さあ、一歩踏み出して
6.223,6.523,-1,0,<1></c><3>いっ</c><2>せーの、せ！</c><1></c>,いっせーの、せ！
6.223,6.523,-1,-1,<1></c><3>いっ</c><2>せーの、せ！</c><1></c>,いっせーの、せ！
6.523,6.89,-1,0,<1></c><3>いっせー</c><2>の、せ！</c><1></c>,いっせーの、せ！
6.523,6.89,-1,-1,<1></c><3>いっせー</c><2>の、せ！</c><1></c>,いっせーの、せ！
6.89,7.458,-1,0,<1></c><3>いっせーの、</c><2>せ！</c><1></c>,いっせーの、せ！
6.89,7.458,-1,-1,<1></c><3>いっせーの、</c><2>せ！</c><1></c>,いっせーの、せ！
7.458,7.958,-1,0,<1></c><3>いっせーの、せ！</c><1></c>,いっせーの、せ！
7.458,7.958,-1,-1,<1></c><3>いっせーの、せ！</c><1></c>,いっせーの、せ！
7.958,13.197,-1,0,<1></c><3>夢見る羊/角巻わため</c><1></c>,夢見る羊/角巻わため
7.958,9.727,-1,-1,<1></c><3>作詞：角巻わため</c><1></c>,作詞：角巻わため
9.727,11.428,-1,-1,<1></c><3>作曲：堀江晶太</c><1></c>,作曲：堀江晶太
11.428,13.197,-1,91,<1></c><3>drums:山本真央樹</c><1></c><3>strings:室屋光一郎ストリングス</c><1></c>,drums:山本真央樹strings:室屋光一郎ストリングス
13.197,14.898,77,91,<1></c><3>stringsscoring:宮野幸子（shangri-lainc.）</c><1></c><3>allotherinstruments&amp;programming:堀江晶太</c><1></c>,stringsscoring:宮野幸子（shangri-lainc.）allotherinstruments&amp;programming:堀江晶太
14.898,15.032,-1,0,<1></c><3>ま</c><2>っしろなひつじにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
14.898,15.032,-1,-1,<1></c><3>真</c><2>っ白な羊に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.032,15.199,-1,0,<1></c><3>まっ</c><2>しろなひつじにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.032,15.199,-1,-1,<1></c><3>真っ</c><2>白な羊に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.199,15.265,-1,0,<1></c><3>まっし</c><2>ろなひつじにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.199,15.265,-1,-1,<1></c><3>真っ白</c><2>な羊に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.265,15.332,-1,0,<1></c><3>まっしろ</c><2>なひつじにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.265,15.332,-1,-1,<1></c><3>真っ白</c><2>な羊に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.332,15.566,-1,0,<1></c><3>まっしろな</c><2>ひつじにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.332,15.566,-1,-1,<1></c><3>真っ白な</c><2>羊に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.566,15.666,-1,0,<1></c><3>まっしろなひ</c><2>つじにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.566,15.666,-1,-1,<1></c><3>真っ白な羊</c><2>に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.666,15.966,-1,0,<1></c><3>まっしろなひつ</c><2>じにいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.666,15.966,-1,-1,<1></c><3>真っ白な羊</c><2>に命が宿って</c><1></c>,真っ白な羊に命が宿って
15.966,16.2,-1,0,<1></c><3>まっしろなひつじ</c><2>にいのちがやどって</c><1></c>,まっしろなひつじにいのちがやどって
15.966,16.2,-1,-1,<1></c><3>真っ白な羊</c><2>に命が宿って</c><1></c>,真っ白な羊に命が宿って
