start,end,line,unformatted,segments,ref_start,ref_end,token
8.359,11.028,-1,animation:harutandhira,"[(2, 'a'), (2, 'n'), (2, 'i'), (2, 'm'), (2, 'a'), (2, 't'), (2, 'i'), (2, 'o'), (2, 'n'), (2, ':'), (2, 'h'), (2, 'a'), (2, 'r'), (2, 'u'), (2, 't'), (2, 'a'), (2, 'n'), (2, 'd'), (2, 'h'), (2, 'i'), (2, 'r'), (2, 'a')]",True,True,animation:harutandhira
3.053,5.723,-1,composerandarranger:東京テラス,"[(2, 'c'), (2, 'o'), (2, 'm'), (2, 'p'), (2, 'o'), (2, 's'), (2, 'e'), (2, 'r'), (2, 'a'), (2, 'n'), (2, 'd'), (2, 'a'), (2, 'r'), (2, 'r'), (2, 'a'), (2, 'n'), (2, 'g'), (2, 'e'), (2, 'r'), (2, ':'), (2, '東'), (2, '京'), (2, 'テ'), (2, 'ラ'), (2, 'ス')]",True,True,composerandarranger:東京テラス
5.723,8.359,-1,illustration:furaisen,"[(2, 'i'), (2, 'l'), (2, 'l'), (2, 'u'), (2, 's'), (2, 't'), (2, 'r'), (2, 'a'), (2, 't'), (2, 'i'), (2, 'o'), (2, 'n'), (2, ':'), (2, 'f'), (2, 'u'), (2, 'r'), (2, 'a'), (2, 'i'), (2, 's'), (2, 'e'), (2, 'n')]",True,True,illustration:furaisen
0.351,3.053,-1,lyric:moonahoshinova平出健祐奥村アキラ,"[(2, 'l'), (2, 'y'), (2, 'r'), (2, 'i'), (2, 'c'), (2, ':'), (2, 'm'), (2, 'o'), (2, 'o'), (2, 'n'), (2, 'a'), (2, 'h'), (2, 'o'), (2, 's'), (2, 'h'), (2, 'i'), (2, 'n'), (2, 'o'), (2, 'v'), (2, 'a'), (2, '平'), (2, '出'), (2, '健'), (2, '祐'), (2, '奥'), (2, '村'), (2, 'ア'), (2, 'キ'), (2, 'ラ')]",True,True,lyric:moonahoshinova平出健祐奥村アキラ
0.351,13.697,0,moonahoshinova-愛の小さな歌,"[(2, 'm'), (2, 'o'), (2, 'o'), (2, 'n'), (2, 'a'), (2, 'h'), (2, 'o'), (2, 's'), (2, 'h'), (2, 'i'), (2, 'n'), (2, 'o'), (2, 'v'), (2, 'a'), (2, '-'), (2, '愛'), (2, 'の'), (2, '小'), (2, 'さ'), (2, 'な'), (2, '歌')]",True,True,moonahoshinova-愛の小さな歌
11.028,13.697,-1,vocal:moonahoshinova,"[(2, 'v'), (2, 'o'), (2, 'c'), (2, 'a'), (2, 'l'), (2, ':'), (2, 'm'), (2, 'o'), (2, 'o'), (2, 'n'), (2, 'a'), (2, 'h'), (2, 'o'), (2, 's'), (2, 'h'), (2, 'i'), (2, 'n'), (2, 'o'), (2, 'v'), (2, 'a')]",True,True,vocal:moonahoshinova
250.867,252.336,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (2, 'け'), (2, 'そ'), (2, 'う'), (2, 'な'), (2, 'ほ'), (2, 'ど')]",True,False,ど
250.667,250.867,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (2, 'け'), (2, 'そ'), (2, 'う'), (2, 'な'), (2, 'ほ'), (3, 'ど')]",False,False,ほ
250.367,250.667,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (2, 'け'), (2, 'そ'), (2, 'う'), (2, 'な'), (3, 'ほ'), (3, 'ど')]",False,False,な
249.666,250.367,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (2, 'け'), (2, 'そ'), (2, 'う'), (3, 'な'), (3, 'ほ'), (3, 'ど')]",False,False,う
248.365,249.666,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (2, 'け'), (2, 'そ'), (3, 'う'), (3, 'な'), (3, 'ほ'), (3, 'ど')]",False,False,そ
247.998,248.365,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (2, 'け'), (3, 'そ'), (3, 'う'), (3, 'な'), (3, 'ほ'), (3, 'ど')]",False,False,け
247.531,247.998,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (2, 'と'), (3, 'け'), (3, 'そ'), (3, 'う'), (3, 'な'), (3, 'ほ'), (3, 'ど')]",False,False,と
247.064,247.531,0,あいしていますほねがとけそうなほど,"[(2, 'あ'), (2, 'い'), (2, 'し'), (2, 'て'), (2, 'い'), (2, 'ま'), (2, 'す'), (2, 'ほ'), (2, 'ね'), (2, 'が'), (3, 'と'), (3, 'け'), (3, 'そ'), (3, 'う'), (3, 'な'), (3, 'ほ'), (3, 'ど')]",False,False,が
