start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
28.19,28.679,0,wowoh!wowoh!oh!,"[(71, 'w'), (71, 'o'), (71, 'w'), (71, 'o'), (71, 'h'), (71, '!'), (71, 'w'), (71, 'o'), (71, 'w'), (71, 'o'), (71, 'h'), (71, '!'), (71, 'o'), (71, 'h'), (71, '!')]",True,False,wowoh!wowoh!oh!,False
27.86,28.19,0,wowoh!wowoh!oh!,"[(19, 'w'), (19, 'o'), (19, 'w'), (19, 'o'), (19, 'h'), (19, '!'), (19, 'w'), (19, 'o'), (19, 'w'), (19, 'o'), (19, 'h'), (19, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,False,wowoh!wowoh!,False
27.52,27.86,0,wowoh!wowoh!oh!,"[(17, 'w'), (17, 'o'), (17, 'w'), (17, 'o'), (17, 'h'), (17, '!'), (17, 'w'), (17, 'o'), (17, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,False,wowoh!wow,False
26.977,27.52,0,wowoh!wowoh!oh!,"[(36, 'w'), (36, 'o'), (36, 'w'), (36, 'o'), (36, 'h'), (36, '!'), (42, 'w'), (42, 'o'), (42, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,False,oh!,False
26.643,26.977,0,wowoh!wowoh!oh!,"[(36, 'w'), (36, 'o'), (36, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'w'), (42, 'o'), (42, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,True,wow,False
24.6,25.075,0,wowoh!wowoh!oh!,"[(2, 'w'), (2, 'o'), (2, 'w'), (2, 'o'), (2, 'h'), (2, '!'), (2, 'w'), (2, 'o'), (2, 'w'), (2, 'o'), (2, 'h'), (2, '!'), (2, 'o'), (2, 'h'), (2, '!')]",True,False,wowoh!wowoh!oh!,False
24.27,24.6,0,wowoh!wowoh!oh!,"[(27, 'w'), (27, 'o'), (27, 'w'), (27, 'o'), (27, 'h'), (27, '!'), (27, 'w'), (27, 'o'), (27, 'w'), (27, 'o'), (27, 'h'), (27, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,False,wowoh!wowoh!,False
23.92,24.27,0,wowoh!wowoh!oh!,"[(7, 'w'), (7, 'o'), (7, 'w'), (7, 'o'), (7, 'h'), (7, '!'), (7, 'w'), (7, 'o'), (7, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,False,wowoh!wow,False
23.407,23.92,0,wowoh!wowoh!oh!,"[(12, 'w'), (12, 'o'), (12, 'w'), (12, 'o'), (12, 'h'), (12, '!'), (42, 'w'), (42, 'o'), (42, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,False,oh!,False
23.107,23.407,0,wowoh!wowoh!oh!,"[(12, 'w'), (12, 'o'), (12, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'w'), (42, 'o'), (42, 'w'), (42, 'o'), (42, 'h'), (42, '!'), (42, 'o'), (42, 'h'), (42, '!')]",False,True,wow,False
21.02,21.538,0,wowoh!wowoh!oh!,"[(2, 'w'), (2, 'o'), (2, 'w'), (2, 'o'), (2, 'h'), (2, '!'), (2, 'w'), (2, 'o'), (2, 'w'), (2, 'o'), (2, 'h'), (2, '!'), (2, 'o'), (2, 'h'), (2, '!')]",True,False,wowoh!wowoh!oh!,False
