start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
20.604,21.672,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (3, 'つ'), (3, 'は'), (3, 'ま'), (3, 'っ'), (3, 'て'), (3, 'た')]",True,False,た,False
20.437,20.604,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (3, 'つ'), (3, 'は'), (3, 'ま'), (3, 'っ'), (3, 'て'), (2, 'た')]",False,False,て,False
20.27,20.437,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (3, 'つ'), (3, 'は'), (3, 'ま'), (3, 'っ'), (2, 'て'), (2, 'た')]",False,False,っ,False
19.937,20.27,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (3, 'つ'), (3, 'は'), (3, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,ま,False
19.636,19.937,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (3, 'つ'), (3, 'は'), (2, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,は,False
19.47,19.636,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (3, 'つ'), (2, 'は'), (2, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,つ,False
19.336,19.47,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (3, 'じ'), (2, 'つ'), (2, 'は'), (2, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,じ,False
18.836,19.336,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (3, 'も'), (2, 'じ'), (2, 'つ'), (2, 'は'), (2, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,も,False
18.669,18.836,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (3, 'し'), (2, 'も'), (2, 'じ'), (2, 'つ'), (2, 'は'), (2, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,し,False
18.535,18.669,0,あいにきてくれてうれしいわたしもじつはまってた,"[(3, 'あ'), (3, 'い'), (3, 'に'), (3, 'き'), (3, 'て'), (3, 'く'), (3, 'れ'), (3, 'て'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'い'), (3, 'わ'), (3, 'た'), (2, 'し'), (2, 'も'), (2, 'じ'), (2, 'つ'), (2, 'は'), (2, 'ま'), (2, 'っ'), (2, 'て'), (2, 'た')]",False,False,た,False
